MODELO,MARCA,TIPOCOMPRA,ANIOS,KILOMETRAJE,CIUDAD,TIPOPRECIO,PRECIO
Chevrolet,D-Max 4x4 CD,GOLD,2012,137506,Cuenca,Fijo,20800
Volkswagen,Amarok,GOLD,2018,52606,Cuenca,Negociable,30500
Chevrolet,Aveo Activo,GOLD,2011,135500,Cuenca,Negociable,10500
Chevrolet,Grand Vitara 3P,GOLD,2009,170000,Cuenca,Fijo,11500
Chevrolet,Grand Vitara 5P,GOLD,2011,183620,Cuenca,Fijo,12000
Chevrolet,Sail,GOLD,2017,40430,Cuenca,Fijo,13500
Chevrolet,Grand Vitara 5P,GOLD,2013,140000,Cuenca,Fijo,14500
Chevrolet,Aveo Family,GOLD,2014,130296,Cuenca,Fijo,10800
Toyota,Hilux CD 4x2,GOLD,2013,116264,Cuenca,Fijo,22000
Ford,Escape,GOLD,2008,155000,Cuenca,Fijo,14000
Daihatsu,Terios,STANDAR,2005,230000,Quito,Negociable,9500
Toyota,Corolla 1.6,STANDAR,2009,140000,Quito,Fijo,13900
Toyota,Corolla 1.6,STANDAR,2009,223000,Quito,Negociable,12900
Hyundai,Santa Fe 4x4,STANDAR,2006,150000,Quito,Negociable,14900
Mazda,BT-50 CD 4x4 Turbo Diesel,GOLD,2018,108134,Guayaquil,Negociable,38000
Mazda,CX-9,STANDAR,2014,143000,Quito,Negociable,39900
Ford,Ecosport,STANDAR,2005,185000,Quito,Negociable,8900
Nissan,X Trail Sense,STANDAR,2015,30000,Quito,Negociable,30900
Suzuki,S Cross,STANDAR,2019,13300,Quito,Negociable,23500
Hyundai,Tucson,STANDAR,2008,160000,Quito,Negociable,12900
Chevrolet,Aveo Family,STANDAR,2018,40000,Quito,Fijo,12000
Chevrolet,Sail,STANDAR,2019,5000,Quito,Fijo,14900
Toyota,Prado 3P,STANDAR,2006,195000,Quito,Negociable,16900
Great Wall,M4 Luxury,STANDAR,2018,14000,Quito,Negociable,14900
Toyota,Prado 5P,STANDAR,2001,220000,Quito,Negociable,16900
Chevrolet,Aveo Activo,STANDAR,2011,140000,Quito,Negociable,9900
Chevrolet,Cruze,STANDAR,2015,73000,Quito,Negociable,18900
Mazda,3,STANDAR,2014,55000,Quito,Negociable,19900
Fiat,Idea Adventure,STANDAR,2007,195000,Quito,Negociable,8900
Kia,Rio Stylus,STANDAR,2013,36000,Quito,Negociable,10900
Chevrolet,Sail,STANDAR,2016,80000,Quito,Negociable,13490
Nissan,SE Sport 2.0 MT,STANDAR,2012,55000,Quito,Negociable,16500
Chevrolet,Sail,STANDAR,2014,110000,Quito,Negociable,11900
Volkswagen,Gol Sport,STANDAR,2004,225000,Quito,Negociable,8900
Chevrolet,Esteem,STANDAR,2002,220000,Quito,Negociable,7500
Honda,Odissey,STANDAR,2006,230000,Quito,Negociable,18900
Hyundai,Tucson,STANDAR,2009,120000,Quito,Negociable,15900
Hummer,H3,GOLD,2010,34000,Cuenca,Negociable,75000
Hyundai,i30,STANDAR,2015,38000,Quito,Negociable,21900
Volkswagen,Gol Power,STANDAR,2011,140000,Quito,Negociable,10800
Chevrolet,Grand Vitara 3P Sport,STANDAR,2009,92000,Quito,Negociable,14490
Toyota,Fortuner 2.7,STANDAR,2011,165000,Quito,Negociable,29900
Nissan,Xtrail Advance,STANDAR,2015,50000,Quito,Negociable,34900
Honda,CR-V,STANDAR,2002,240000,Quito,Negociable,11900
Renault,Logan,STANDAR,2010,107000,Quito,Negociable,10900
Chevrolet,N300 MAX CARGO 1.2L TM AC,GOLD,2015,110000,Quito,Negociable,11200
Chevrolet,Grand Vitara 3P,GOLD,2004,210000,Quito,Negociable,8800
Hyundai,H1,GOLD,2011,150000,Quito,Negociable,18500
Pontiac,Lemans,GOLD,1994,200000,Quito,Negociable,5500
Nissan,Sentra,GOLD,2011,200000,Quito,Negociable,7800
Hyundai,Tucson IX,GOLD,2013,110000,Cuenca,Negociable,19000
Mitsubishi,Montero Sport,GOLD,1999,115000,Cuenca,Negociable,11300
Kia,Sorento,GOLD,2013,107000,Cuenca,Negociable,22000
Nissan,Xtrail Classic,GOLD,2012,124000,Cuenca,Negociable,18800
Toyota,Fortuner 2.7,GOLD,2014,84000,Cuenca,Negociable,29900
Mini,Cooper Coupe S,STANDAR,2009,45000,Guayaquil,Negociable,26800
Volkswagen,Golf,GOLD,1998,221000,Ambato,Fijo,6200
Kia,Rio R,GOLD,2017,67000,Ambato,Negociable,14200
Toyota,Fortuner 2.7,GOLD,2014,120000,Ambato,Negociable,29500
Chevrolet,D-MAX XTREME 3.0 Diesel CD 4X4,GOLD,2011,143916,Cuenca,Negociable,21990
Ford,Explorer XLT,GOLD,2017,45000,Quito,Negociable,47000
Mercedes Benz,GLC 250,STANDAR,2017,22000,Guayaquil,Negociable,69000
Mercedes Benz,GLE 350,GOLD,2017,12500,Quito,Negociable,105700
Nissan,Xtrail Xtreme,GOLD,2013,82000,Quito,Negociable,19350
Hyundai,Tiburón,GOLD,2006,144000,Guayaquil,Fijo,12500
Chevrolet,Vitara 3P,GOLD,2013,115480,Cuenca,Negociable,16200
Volkswagen,Passat,GOLD,2002,143000,Quito,Negociable,9999
Mazda,BT-50 CS 2.2,STANDAR,2014,53000,Cuenca,Negociable,18300
Peugeot,206,GOLD,2009,128000,Ambato,Negociable,7900
Nissan,X Trail Sense,GOLD,2016,80000,Ambato,Negociable,24600
Ford,Explorer XLT,GOLD,2014,150000,Ambato,Negociable,27000
BMW,320i,GOLD,2014,33000,Cumbayá,Negociable,34900
Chevrolet,Camaro,GOLD,2010,59747,Quito,Fijo,40000
BMW,528i,GOLD,1999,197000,Quito,Negociable,10500
Chevrolet,Rodeo,GOLD,2002,348000,Quito,Negociable,9650
Chevrolet,Grand Vitara 5P,STANDAR,2014,140000,Cuenca,Negociable,13900
BMW,X3 2.5i,GOLD,2006,165000,Quito,Negociable,18990
Toyota,4 Runner Limited,GOLD,2011,159000,Cumbayá,Fijo,39800
Jeep,Wrangler Sport,STANDAR,2016,52,Quito,Negociable,55000
Mercedes Benz,E400,STANDAR,2018,1800,Cumbayá,Negociable,99000
Volkswagen,Escarabajo,STANDAR,1955,1,Cuenca,Negociable,19500
Toyota,Prado 3P,STANDAR,2008,230000,Guayaquil,Negociable,16800
Chevrolet,Aveo Emotion,GOLD,2009,200000,Quito,Negociable,9200
Audi,A4 1.8T,STANDAR,2010,130000,Guayaquil,Negociable,18800
Toyota,Prado 5P,GOLD,2005,164020,Cuenca,Negociable,16500
Ford,F150,GOLD,1900,215000,Guayaquil,Negociable,9500
Hyundai,Sonata Hybrid,GOLD,2015,125000,Guayaquil,Negociable,17500
Chevrolet,Optra Limited,GOLD,2008,185000,Guayaquil,Negociable,8800
Kia,Sportage Active,GOLD,2013,1750003,Guayaquil,Negociable,15900
Ford,F150 DC 4X2,GOLD,2011,208000,Guayaquil,Negociable,19800
Ford,F150 CS 4x4,STANDAR,2017,120000,Guayaquil,Negociable,33500
Ford,Ecosport,GOLD,2008,132000,Guayaquil,Negociable,10500
Mercedes Benz,230E,GOLD,1991,189000,Quito,Negociable,12000
Kia,Picanto R,GOLD,2020,11000,Riobamba,Negociable,12800
Volkswagen,Polo,STANDAR,2017,43000,Guayaquil,Negociable,13800
Chevrolet,N300,STANDAR,2015,110000,Guayaquil,Negociable,10500
Suzuki,Grand Vitara SZ,GOLD,2018,43000,Quito,Negociable,18800
Toyota,Fortuner 2.7,GOLD,2019,22000,Quito,Negociable,44000
Kia,Cerato,STANDAR,2018,65000,Guayaquil,Negociable,18800
Volkswagen,JETTA EUROPA 2.0,GOLD,2011,114164,Cuenca,Negociable,12490
Volkswagen,Crafter 30,STANDAR,2013,130000,Guayaquil,Negociable,29900
Citroen,Jumper,GOLD,2016,50000,Ambato,Negociable,32500
Chevrolet,Silverado,GOLD,1994,190000,Quito,Negociable,12000
BMW,428 CA,STANDAR,2015,19000,Guayaquil,Negociable,74990
Nissan,Qashqai,GOLD,2018,30240,Cuenca,Negociable,25500
Chevrolet,Grand Vitara SZ 2.4 4x4,STANDAR,2014,99000,Guayaquil,Negociable,14900
Kia,Cerato Koup,STANDAR,2017,40000,Guayaquil,Negociable,19800
BMW,316,GOLD,1979,120000,Quito,Negociable,12000
Chevrolet,Captiva,STANDAR,2020,15000,Guayaquil,Negociable,24990
Chevrolet,D-MAX CRDI FULL AC 3.0 CD 4X4 TM DIESEL,GOLD,2014,62500,Quito,Negociable,27850
Hyundai,Grand I10 HB,STANDAR,2015,98000,Guayaquil,Negociable,10800
Nissan,Versa,STANDAR,2016,80000,Guayaquil,Negociable,14900
BMW,316i,GOLD,1995,190000,Quito,Negociable,14000
Mazda,BT-50 CD 4x4,STANDAR,2015,130000,Guayaquil,Negociable,19800
Chevrolet,D-MAX,GOLD,2020,15000,Cuenca,Negociable,26990
Mercedes Benz,C200,STANDAR,2015,55000,Quito,Negociable,51000
Chevrolet,Orlando,GOLD,2013,195000,Samborondón,Negociable,17000
Kia,Rio R,GOLD,2016,140000,Riobamba,Negociable,10500
Volkswagen,Passat,GOLD,2016,40000,Quito,Negociable,28500
Toyota,4 Runner SR5,GOLD,2004,244000,Quito,Negociable,19900
Volkswagen,Passat,GOLD,2014,40888,Quito,Negociable,25000
Volvo,v40 1.6 TM,STANDAR,2014,35000,Quito,Negociable,25000
Mercedes Benz,C200,STANDAR,2014,35500,Quito,Negociable,34800
Mercedes Benz,ML 63 AMG,STANDAR,2014,67000,Quito,Negociable,130900
BMW,330i,STANDAR,2006,76500,Quito,Negociable,26900
Toyota,RAV 4,STANDAR,2020,19000,Guayaquil,Negociable,36800
Suzuki,S Cross,GOLD,2018,35773,Quito,Negociable,17800
Renault,Duster 1.6,GOLD,2014,108000,Guayaquil,Negociable,13500
Great Wall,H5,GOLD,2018,50000,Quito,Negociable,17800
Nissan,Versa,GOLD,2014,53000,Manta,Negociable,12300
Mazda,B2200 CS,GOLD,2006,99000,Quito,Negociable,10500
Toyota,Fortuner 2.7,GOLD,2018,78000,Samborondón,Negociable,39700
Hyundai,Sonata Hybrid,GOLD,2018,11000,Quito,Fijo,26000
Chevrolet,D-MAX CRDI  3.0 CD 4X2  DIESEL,GOLD,2018,70000,Cuenca,Negociable,25600
Great Wall,H6,STANDAR,2018,42000,Ambato,Negociable,16000
Chevrolet,Cruze,GOLD,2016,105000,Riobamba,Negociable,16990
BMW,328i,GOLD,1996,150000,Quito,Negociable,10000
BMW,525i,GOLD,2008,160000,Quito,Negociable,25800
Ford,F-150 FX4,GOLD,2013,91000,Quito,Negociable,34800
Ford,Escape,GOLD,2015,56000,Quito,Negociable,23000
Ssangyong,Stavic,GOLD,2006,12,Quito,Negociable,8490
Suzuki,S Cross,GOLD,2018,45000,Cuenca,Negociable,19800
Mitsubishi,ASX,GOLD,2012,134600,Cuenca,Negociable,19500
BMW,X5 xDrive35i,GOLD,2012,107000,Cuenca,Fijo,58000
Ford,F150 DC 4X2,GOLD,2010,147000,Cuenca,Negociable,21400
Hyundai,Santa Fe 4x2,GOLD,2016,56000,Cuenca,Negociable,29500
BMW,X3,GOLD,2006,135000,Cuenca,Negociable,24000
BMW,335xi,GOLD,2008,75000,Cuenca,Negociable,37000
Toyota,Prius C Sport,GOLD,2012,146000,Cuenca,Negociable,13800
Nissan,X-Trail,GOLD,2012,117000,Cuenca,Negociable,15400
Foton,BJ 6516,GOLD,2019,18000,Quito,Negociable,24990
Volkswagen,Polo Sport,GOLD,2016,85000,Quito,Negociable,13990
Volkswagen,Gol,GOLD,2013,160000,Ambato,Negociable,12500
Mercedes Benz,200,GOLD,1986,123000,Quito,Negociable,10000
Nissan,Versa,GOLD,2016,102000,Ambato,Negociable,14500
Hyundai,Veloster,GOLD,2014,54700,Quito,Negociable,22500
Toyota,Camry,GOLD,2010,83000,Quito,Negociable,15700
Chevrolet,Sail,STANDAR,2015,178346,Guayaquil,Negociable,11800
Toyota,Cressida,GOLD,1992,199000,Quito,Negociable,7800
Mercedes Benz,280S,GOLD,1982,110000,Quito,Negociable,10000
Chevrolet,Grand Vitara SZ,GOLD,2014,98000,Ambato,Negociable,17500
BMW,320i,GOLD,2005,141000,Ambato,Negociable,19000
Chevrolet,LUV D-MAX TM 3.0 4X4 DIESEL CD,GOLD,2009,170000,Ambato,Negociable,19500
Honda,CR-V,GOLD,2004,150000,Guayaquil,Negociable,9900
Chevrolet,Corsa Evolution,GOLD,2006,220000,Cuenca,Negociable,6500
Mazda,BT 50 Outdoors,GOLD,2017,98000,Ambato,Negociable,23800
Mitsubishi,Montero 3P,STANDAR,2008,141152,Cuenca,Fijo,33500
Audi,A4 2.0T,GOLD,2008,207000,Manta,Negociable,16000
Hyundai,Ioniq Hybrid,GOLD,2017,79700,Tulcán,Negociable,16800
Toyota,Yaris,GOLD,2006,142000,Machala,Negociable,9000
Hyundai,Grand Santa Fe,GOLD,2015,100000,Guayaquil,Negociable,38000
Nissan,Note,GOLD,2015,65000,Ambato,Negociable,13500
Chevrolet,Forsa 2,GOLD,1998,58000,Ambato,Negociable,6200
Volkswagen,Golf Confortline,GOLD,2004,270000,Cumbayá,Negociable,7900
Volkswagen,Saveiro,GOLD,2004,195000,Ambato,Negociable,6800
Suzuki,Forsa 2,GOLD,1994,58000,Ambato,Negociable,5800
Suzuki,Forsa 1,GOLD,1988,58000,Ambato,Negociable,4800
Chevrolet,Optra Advance,GOLD,2013,75000,Guayaquil,Negociable,13000
Toyota,Hilux CD 4x2,GOLD,2019,50000,Guayaquil,Negociable,31500
Mitsubishi,Montero 5P,GOLD,2002,172000,Guayaquil,Negociable,13900
Nissan,Sentra,GOLD,2013,170000,Guayaquil,Negociable,9500
Toyota,4 Runner,GOLD,2014,111000,Ambato,Negociable,49900
Kia,Sportage R GTI LX AC,GOLD,2017,33000,Guayaquil,Negociable,29990
Land Rover,Range Rover Sport,GOLD,2010,117000,Ambato,Negociable,68000
Chevrolet,Orlando,GOLD,2013,75000,Ambato,Negociable,17000
Chevrolet,Sail,GOLD,2013,152858,Cuenca,Fijo,9800
Ford,F150 XL CS,GOLD,1998,200000,Quito,Negociable,6400
Daewoo,Lanos,GOLD,2002,300000,Quito,Negociable,4600
Chevrolet,Spark GT,GOLD,2019,30000,Cuenca,Negociable,12900
Kia,Cerato Forte,GOLD,2016,64000,Cuenca,Negociable,15300
BMW,428 CA,STANDAR,2015,20000,Guayaquil,Negociable,74800
Lexus,RX 450 Hibrido,GOLD,2010,60000,Atuntaqui,Negociable,32000
Mazda,CX7,GOLD,2010,150000,Riobamba,Negociable,17500
Nissan,Xtrail Classic,GOLD,2009,109000,Quito,Negociable,13200
Lada,Samara,GOLD,1987,200000,Quito,Negociable,2500
Chevrolet,LUV Dmax CS Diesel,GOLD,2012,270000,Quito,Negociable,13500
Chevrolet,Aveo Family,GOLD,2019,17000,Ambato,Negociable,12500
Chevrolet,N300 MAX CARGO 1.2L TM AC,GOLD,2018,62000,Quito,Negociable,13900
Kia,Sportage Active,GOLD,2016,34800,Quito,Fijo,19990
Chevrolet,Sail,GOLD,2012,106000,Sangolqui,Negociable,8900
Great Wall,Haval M4,GOLD,2020,10000,Quito,Financiado,15500
Mitsubishi,L200,GOLD,2018,58000,Guayaquil,Fijo,28000
Audi,Q8 TFSI Quattro,GOLD,2019,13800,Guayaquil,Negociable,125000
Jeep,Grand Cherokee Laredo,STANDAR,2014,120000,Guayaquil,Negociable,39000
Volkswagen,Jetta,GOLD,2001,200000,Quito,Negociable,6800
Chevrolet,Cavalier,GOLD,2019,8000,Ambato,Negociable,18200
Nissan,Murano 4X2 AT,GOLD,2004,180000,Quito,Negociable,13800
Hyundai,H100,GOLD,2003,250000,Quito,Negociable,8800
Volkswagen,Vento GLS,GOLD,1995,300000,Quito,Negociable,3900
Nissan,Frontier,GOLD,2007,200000,Quito,Negociable,10000
Chevrolet,LUV V6 CD,GOLD,2003,200000,Quito,Negociable,10000
Mazda,BT-50 Diesel,GOLD,2010,200000,Quito,Negociable,13300
Hyundai,H1,GOLD,2006,250000,Quito,Negociable,12000
Nissan,Sentra,GOLD,2011,150000,Quito,Negociable,9200
Chevrolet,Grand Vitara 5P,GOLD,2002,191000,Cuenca,Negociable,10200
Nissan,Pathfinder,GOLD,1996,390000,Quito,Negociable,8800
BMW,740il,STANDAR,1998,50500,Quito,Negociable,16900
Chevrolet,D-MAX 4X2 CD,GOLD,2009,115000,Cuenca,Negociable,18500
Hyundai,Tucson IX,GOLD,2015,90000,Cuenca,Negociable,21900
Chevrolet,Rodeo,GOLD,2002,200000,Quito,Negociable,8300
Toyota,Fortuner 2.7,GOLD,2014,96000,Quito,Negociable,27800
Chevrolet,Grand Vitara 3P Sport,GOLD,2014,155864,Guayaquil,Negociable,14000
Chevrolet,Aveo Emotion GLS,GOLD,2017,45000,Cuenca,Negociable,15800
Chevrolet,Camaro,GOLD,1996,70000,Guayaquil,Negociable,25000
Jeep,Compass Sport,GOLD,2014,102000,Guayaquil,Fijo,18000
Chevrolet,Optra,STANDAR,2007,240000,Quito,Negociable,8700
Chevrolet,Cheyenne,GOLD,1997,288501,Guayaquil,Negociable,10000
Chevrolet,Aveo Activo,GOLD,2012,128000,Quito,Negociable,9600
Mitsubishi,Montero 3P,GOLD,1997,332771,Guayaquil,Negociable,11000
BMW,328i,GOLD,2007,88000,Guayaquil,Negociable,21000
Kia,Sportage R,GOLD,2011,125000,Cuenca,Negociable,18500
Hyundai,Accent,GOLD,2011,175570,Cuenca,Negociable,10800
Chevrolet,Aveo Family,GOLD,2013,88700,Cuenca,Negociable,9200
Renault,Symbol,GOLD,2003,298110,Cuenca,Negociable,5800
Great Wall,H3,GOLD,2018,47040,Cuenca,Negociable,17800
Chevrolet,Aveo Activo,GOLD,2011,175100,Cuenca,Negociable,10200
Hyundai,Tucson IX,GOLD,2011,116000,Cuenca,Negociable,18500
Hyundai,Santa Fe 4x2,GOLD,2005,209855,Cuenca,Negociable,9800
Chevrolet,Aveo Emotion GLS,GOLD,2015,85390,Cuenca,Negociable,13500
Hyundai,Tucson IX,GOLD,2013,110500,Cuenca,Negociable,21500
Chevrolet,Optra Advance,GOLD,2013,147000,Cuenca,Negociable,12500
Toyota,RAV 4,GOLD,2006,163000,Cuenca,Negociable,15800
BMW,X3 3.0SI,GOLD,2008,90000,Cuenca,Negociable,27800
Chevrolet,Aveo Emotion GLS,GOLD,2013,160480,Cuenca,Negociable,11800
Toyota,4 Runner,GOLD,2006,134180,Cuenca,Negociable,19800
Toyota,RAV 4,GOLD,2007,139380,Cuenca,Negociable,13800
Chevrolet,Aveo Activo,GOLD,2009,229500,Cuenca,Negociable,8200
Chevrolet,LUV CD,GOLD,2005,423460,Cuenca,Negociable,11800
Chevrolet,Aveo Family,GOLD,2013,160000,Cuenca,Negociable,9800
Toyota,Highlander Limited Hibrido,GOLD,2010,128000,Quito,Negociable,23000
Chevrolet,LUV D-MAX CD OPTIMA,GOLD,2013,146229,Cuenca,Negociable,19500
Hyundai,Tucson,GOLD,2015,72304,Cuenca,Negociable,21800
Kia,Sportage R,GOLD,2014,113000,Quito,Negociable,21500
Ford,Edge,GOLD,2013,102000,Quito,Negociable,25500
Nissan,X-Trail,GOLD,2012,140000,Quito,Negociable,16500
Mazda,B2200 CS,GOLD,2002,227300,Cuenca,Negociable,11000
Ford,Expedition,GOLD,2014,118000,Cuenca,Fijo,40800
Kia,Sportage Active,GOLD,2017,37000,Quito,Negociable,18500
Volkswagen,Gol Confortline 1.8,GOLD,2003,196500,Ambato,Negociable,6700
Chevrolet,Spark,GOLD,2012,120000,Quito,Negociable,7600
Mercedes Benz,C250 Sport,GOLD,2013,72500,Quito,Negociable,45200
Kia,Cerato Forte,GOLD,2015,43500,Guayaquil,Negociable,13900
BMW,X5 3.0i,GOLD,2007,80000,Quito,Negociable,35000
Chevrolet,Sail,GOLD,2015,199000,Riobamba,Negociable,10990
Great Wall,Wingle 4x2 Gas CD Pick Up,STANDAR,2014,160000,Quito,Negociable,14000
Chevrolet,Spark Life,STANDAR,2015,82000,Quito,Negociable,7900
Toyota,4 Runner SR5,GOLD,2005,295000,Guayaquil,Negociable,19800
Peugeot,3008,GOLD,2020,10200,Cuenca,Negociable,45600
Hyundai,Accent,GOLD,2014,65000,Quito,Negociable,14800
Chevrolet,Tracker,GOLD,2018,55000,Ibarra,Negociable,20500
Renault,Sandero Dynamic,GOLD,2011,145000,Quito,Negociable,8800
Chevrolet,Spark Life,STANDAR,2017,60000,Quito,Negociable,8300
Ford,F-150 FX4,GOLD,2008,249000,Quito,Negociable,17500
Lexus,RX 450 Hibrido,GOLD,2010,86000,Quito,Negociable,29500
Volkswagen,Tiguan,GOLD,2014,40000,Quito,Negociable,29500
Chevrolet,Aveo Family,GOLD,2019,46900,Quito,Negociable,11550
Suzuki,S Cross,GOLD,2018,15000,Quito,Negociable,19000
Chevrolet,Sail,GOLD,2017,13500,Cuenca,Fijo,14000
Kia,SPORTAGE GT LINE AT,GOLD,2017,70000,Ibarra,Negociable,27500
Chevrolet,Spark Life,STANDAR,2017,60000,Quito,Negociable,8300
Volkswagen,JETTA EUROPA 2.0,GOLD,2009,182000,Quito,Negociable,11000
Chevrolet,Optra Advance,GOLD,2013,130000,Quito,Negociable,12500
Chevrolet,Sail,GOLD,2019,35000,Ambato,Fijo,14300
Ford,Explorer Sport 4X4,GOLD,2014,130000,Guayaquil,Negociable,33700
Chevrolet,Sail,GOLD,2013,99000,Guayaquil,Negociable,10800
Nissan,Tiida,GOLD,2015,95000,Guayaquil,Negociable,12800
Kia,Sportage R,GOLD,2018,50000,Guayaquil,Negociable,23800
Chevrolet,Grand Vitara 3P,GOLD,2011,159000,Quito,Negociable,12500
Chevrolet,D-Max  High Country,GOLD,2019,23000,Ambato,Negociable,39900
Ford,Escape,GOLD,2018,23000,Quito,Negociable,30500
Kia,SPORTAGE R LX 2.0,GOLD,2015,90000,Cuenca,Negociable,21800
Chevrolet,LUV D-MAX CD OPTIMA,GOLD,2013,131000,Cuenca,Negociable,19000
Chevrolet,D-MAX CRDI FULL AC 3.0 CD 4X4 TM DIESEL,GOLD,2019,17800,Ambato,Negociable,34900
Suzuki,Grand Vitara SZ,GOLD,2019,20000,Ambato,Negociable,20500
Volkswagen,Polo,GOLD,2005,110000,Ambato,Negociable,7600
Faw,R7,GOLD,2019,14000,Ambato,Negociable,14900
Changan,Star 5 Van Cargo,GOLD,2019,50000,Ambato,Negociable,10900
Chevrolet,D-MAX CRDI FULL AC 3.0 CD 4X4,GOLD,2015,82295,Cuenca,Negociable,29000
Mazda,BT-50 CD ACTION 2.6,GOLD,2013,55728,Cuenca,Negociable,20000
Mazda,BT-50 CD 4x2,GOLD,2013,43563,Cuenca,Negociable,18500
Toyota,Hilux SR AC CD,GOLD,2015,47644,Cuenca,Negociable,35800
Chevrolet,Aveo Family,GOLD,2018,55279,Cuenca,Negociable,13000
Mitsubishi,ASX,GOLD,2011,100000,Quito,Negociable,19900
Nissan,Tiida,GOLD,2010,137400,Latacunga,Negociable,9900
Kia,Picanto R,GOLD,2020,2600,Cuenca,Fijo,14800
Toyota,Highlander Hibrido,GOLD,2010,102600,Cuenca,Fijo,19800
Chevrolet,LUV D-MAX TM 3.0 4X4 DIESEL CD,GOLD,2019,43832,Cuenca,Negociable,33500
Kia,Rio R,GOLD,2014,82000,Cuenca,Negociable,14590
Ford,Ecosport,GOLD,2006,172580,Cuenca,Negociable,10800
Chevrolet,Vitara 5P,GOLD,1997,2823,Cuenca,Negociable,7800
Chevrolet,Corsa Evolution,GOLD,2006,180000,Cuenca,Negociable,7500
Chevrolet,LUV D-MAX TM 3.0 4X2 DIESEL,GOLD,2019,40000,Cuenca,Fijo,25200
Hyundai,Tucson,GOLD,2010,151796,Cuenca,Negociable,14200
Chevrolet,Spark GT,GOLD,2019,23000,Cuenca,Fijo,12800
Suzuki,Grand Vitara SZ 2.0 4x4,GOLD,2015,85343,Cuenca,Fijo,17500
Hyundai,Accent,GOLD,2014,81444,Cuenca,Negociable,15800
Chevrolet,Aveo Emotion,GOLD,2016,98198,Cuenca,Negociable,13800
Suzuki,S Cross,GOLD,2019,16515,Cuenca,Negociable,20800
Hyundai,Tucson,GOLD,2009,161344,Cuenca,Negociable,13800
Chevrolet,Forsa 2,GOLD,2002,200000,Quito,Negociable,6500
Chevrolet,LUV D-MAX TM 3.0 4X4 DIESEL CD,GOLD,2012,170617,Cuenca,Negociable,20800
Chevrolet,Grand Vitara 5P,GOLD,2003,256420,Cuenca,Fijo,9000
Chevrolet,Aveo Emotion GLS,GOLD,2017,85000,Cuenca,Fijo,13500
Renault,Logan,GOLD,2011,116000,Quito,Negociable,9400
Hyundai,Getz,GOLD,2011,207260,Cuenca,Fijo,9800
Porsche,Cayenne S e-Hybrid,GOLD,2016,65000,Quito,Fijo,98900
Peugeot,307cc,GOLD,2006,64000,Ambato,Negociable,22000
Mitsubishi,L200,GOLD,2009,200000,Ambato,Negociable,24500
Chevrolet,LUV V6 CD,GOLD,2001,158000,Ambato,Negociable,15500
Honda,Pilot,GOLD,2013,98000,Quito,Negociable,35000
Mitsubishi,Montero IO,GOLD,2001,145000,Cuenca,Negociable,13800
Mazda,CX-3,GOLD,2018,30682,Cuenca,Fijo,22490
Zotye,Z500,GOLD,2018,46000,Quito,Fijo,15490
Chevrolet,Cruze,GOLD,2014,75000,Loja,Negociable,19000
Hyundai,Santa Fe 4x2,GOLD,2009,140000,Ambato,Negociable,17800
Mazda,CX-3 Grand Touring,GOLD,2017,48700,Quito,Negociable,23500
Renault,Megane,GOLD,2003,167000,Quito,Negociable,6500
Mercedes Benz,GLC 200 Coupé,GOLD,2020,1,Cumbayá,Fijo,112990
Mercedes Benz,C200,GOLD,2020,1,Cumbayá,Financiado,68990
Mercedes Benz,GLA 180,GOLD,2020,1,Cumbayá,Fijo,61990
Suzuki,S Cross,STANDAR,2019,46000,Quito,Negociable,18900
Mazda,CX-9,GOLD,2019,20000,Cumbayá,Negociable,63900
Nissan,Xtrail Advance,GOLD,2016,66000,Quito,Negociable,30500
Chevrolet,Grand Vitara SZ,GOLD,2014,55000,Quito,Negociable,15700
Hyundai,Sonata Hybrid,GOLD,2017,29000,Quito,Negociable,23500
Mercedes Benz,S400 Hibrido,GOLD,2010,73068,Cumbayá,Negociable,47990
Nissan,Qashqai,GOLD,2016,49500,Quito,Negociable,23890
Volkswagen,Virtus,GOLD,2020,1500,Quito,Negociable,18450
Hyundai,H1,GOLD,2015,123600,Quito,Negociable,24900
Mazda,BT-50,GOLD,2016,70000,Guayaquil,Negociable,18000
Dodge,Journey,GOLD,2017,73000,Guayaquil,Negociable,26500
Chevrolet,Sail,GOLD,2015,83000,Loja,Negociable,11200
Toyota,Camry Hibrido,GOLD,2010,120000,Guayaquil,Negociable,14500
Suzuki,Grand Vitara SZ 2.4,GOLD,2014,120000,Guayaquil,Negociable,16800
Mercedes Benz,E320,GOLD,2005,106009,Cumbayá,Negociable,24900
Ford,F150,STANDAR,2010,190000,Quito,Negociable,13800
Chevrolet,Captiva Sport,GOLD,2015,44545,Quito,Negociable,18300
Chevrolet,Grand Vitara 3P,STANDAR,2005,218000,Quito,Negociable,9800
Toyota,Prius C Sport,GOLD,2013,150000,Guayaquil,Negociable,11999
Toyota,Prius,GOLD,2018,24500,Quito,Fijo,28
Nissan,Sentra 2.0 MT,GOLD,2011,130000,Guayaquil,Negociable,12800
Citroen,C3,GOLD,2019,28000,Cuenca,Negociable,20990
Chevrolet,Spark Life,STANDAR,2017,78000,Quito,Negociable,8700
Chevrolet,Grand Vitara SZ,GOLD,2011,90000,Guayaquil,Negociable,14300
Chevrolet,Sail,GOLD,2019,20000,Guayaquil,Negociable,16800
BMW,X6 xDRIVE 35i,GOLD,2012,106000,Cuenca,Negociable,73000
